Pos,Game,Game.1,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Unnamed: 11_level_2,Console_Scraped
229,Classic NES Series: Ice Climber,Classic NES Series: Ice Climber,,Nintendo,,,,,02nd Jun 04,,,GBA
230,Driver 2 Advance,Driver 2 Advance,,Atari,,6.8,,,22nd Oct 02,,,GBA
231,The Fairly Odd Parents: Shadow Showdown,The Fairly Odd Parents: Shadow Showdown,,THQ,,,,,20th Sep 04,,,GBA
232,Herbie: Fully Loaded,Herbie: Fully Loaded,,Buena Vista,,5.0,,,12th Jul 05,,,GBA
233,Banjo-Kazooie: Grunty's Revenge,Banjo-Kazooie: Grunty's Revenge,,THQ,,6.6,,,10th Sep 03,,,GBA
234,Shrek SuperSlam,Shrek SuperSlam,,Activision,,,,,25th Oct 05,,,GBA
235,Classic NES Series: Castlevania,Classic NES Series: Castlevania,,Nintendo,,7.4,,,25th Oct 04,,,GBA
236,GT Advance Championship Racing,GT Advance Championship Racing,,THQ,,7.5,,,08th Jun 01,,,GBA
237,Spy Kids 3-D: Game Over,Spy Kids 3-D: Game Over,,Disney Interactive Studios,,,,,30th Jun 03,,,GBA
238,Power Rangers: Ninja Storm,Power Rangers: Ninja Storm,,THQ,,,,,05th Sep 03,,,GBA
239,Dr. Mario / Puzzle League,Dr. Mario / Puzzle League,,Nintendo,,7.5,,,28th Nov 05,,,GBA
240,Teenage Mutant Ninja Turtles 2: Battle Nexus,Teenage Mutant Ninja Turtles 2: Battle Nexus,,Konami,,,,,19th Oct 04,,,GBA
241,Fortress,Fortress,,Majesco,,6.6,,,13th Aug 01,,,GBA
242,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,,Majesco,,,,,15th Apr 05,,,GBA
243,SpongeBob SquarePants: Double Pack,SpongeBob SquarePants: Double Pack,,THQ,,,,,08th Mar 05,,,GBA
244,"Ed, Edd n Eddy: Jawbreakers!","Ed, Edd n Eddy: Jawbreakers!",,BAM! Entertainment,,5.0,,,15th Sep 02,,,GBA
245,Sega Smash Pack,Sega Smash Pack,,THQ,,,,,23rd Sep 02,,,GBA
246,Madden NFL 2002,Madden NFL 2002,,EA Sports,,,,,20th Nov 01,,,GBA
247,Tales of Phantasia,Tales of Phantasia,,Nintendo,,7.0,,0.31m,06th Mar 06,,,GBA
248,Madden NFL 2004,Madden NFL 2004,,EA Sports,,,,,12th Aug 03,,,GBA
249,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,,THQ,,,,,18th Jan 05,,,GBA
250,Mega Man Battle Network 2,Mega Man Battle Network 2,,Ubisoft,,,,,18th Oct 02,,,GBA
1,New Super Mario Bros.,New Super Mario Bros.,,Nintendo,,9.1,8.1,30.80m,15th May 06,,,DS
2,Nintendogs,Nintendogs,,Nintendo,,8.4,,23.96m,23rd Aug 05,,,DS
3,Mario Kart DS,Mario Kart DS,,Nintendo,,9.1,9.4,23.60m,14th Nov 05,,,DS
4,Brain Age: Train Your Brain in Minutes a Day,Brain Age: Train Your Brain in Minutes a Day,,Nintendo,,8.1,,19.01m,17th Apr 06,,,DS
5,Pokémon Diamond / Pearl Version,Pokémon Diamond / Pearl Version,,Nintendo,,8.6,,17.67m,28th Apr 07,,,DS
6,Pokémon Black / White Version,Pokémon Black / White Version Read the review,,Nintendo,8.9,8.6,9.0,15.64m,06th Mar 11,,,DS
7,Brain Age 2: More Training in Minutes a Day,Brain Age 2: More Training in Minutes a Day,,Nintendo,,8.0,,14.88m,20th Aug 07,,,DS
8,Pokémon Heart Gold / Soul Silver Version,Pokémon Heart Gold / Soul Silver Version Read the review,,Nintendo,8.5,8.6,,12.72m,14th Mar 10,,,DS
9,Animal Crossing: Wild World,Animal Crossing: Wild World,,Nintendo,,8.5,,11.75m,05th Dec 05,,,DS
10,Super Mario 64 DS,Super Mario 64 DS,,Nintendo,,8.6,,11.06m,20th Nov 04,,,DS
11,Mario Party DS,Mario Party DS,,Nintendo,,7.1,,9.31m,19th Nov 07,,,DS
12,Pokémon Black 2 and White 2,Pokémon Black 2 and White 2 Read the review,,Nintendo,8.9,8.0,8.3,8.52m,07th Oct 12,25th Feb 18,,DS
13,Pokémon Platinum Version,Pokémon Platinum Version,,Nintendo,,8.3,8.9,7.60m,22nd Mar 09,,,DS
14,Big Brain Academy,Big Brain Academy,,Nintendo,,7.7,,6.15m,05th Jun 06,,,DS
15,Cooking Mama,Cooking Mama,,Majesco,,6.6,,,12th Sep 06,,,DS
16,Dragon Quest IX: Sentinels of the Starry Skies,Dragon Quest IX: Sentinels of the Starry Skies Read the review,,Nintendo,7.7,8.6,,5.50m,11th Jul 10,,,DS
17,Mario & Sonic at the Olympic Games,Mario & Sonic at the Olympic Games,,Sega,,7.0,,,22nd Jan 08,,,DS
18,Pokémon Mystery Dungeon: Explorers of Time / Darkness,Pokémon Mystery Dungeon: Explorers of Time / Darkness,,Nintendo,,6.4,,4.88m,20th Apr 08,,,DS
19,LEGO Star Wars: The Complete Saga,LEGO Star Wars: The Complete Saga,,LucasArts,,7.8,,,06th Nov 07,,,DS
20,The Legend of Zelda: Phantom Hourglass,The Legend of Zelda: Phantom Hourglass Read the review,,Nintendo,9.2,9.1,,4.76m,02nd Oct 07,,,DS
21,Mario & Luigi: Bowser's Inside Story,Mario & Luigi: Bowser's Inside Story Read the review,,Nintendo,9.1,9.1,,4.56m,14th Sep 09,,,DS
22,Professor Layton and the Curious Village,Professor Layton and the Curious Village,,Nintendo,,8.7,,4.49m,10th Feb 08,,,DS
23,English Training: Have Fun Improving Your Skills!,English Training: Have Fun Improving Your Skills!,,Nintendo,,,,3.91m,27th Oct 06,,,DS
24,Professor Layton and the Diabolical Box,Professor Layton and the Diabolical Box Read the review,,Nintendo,9.0,8.5,,3.88m,24th Aug 09,,,DS
25,Tomodachi Collection,Tomodachi Collection,,Nintendo,,,,3.76m,18th Jun 09,,,DS
26,MySims,MySims,,Electronic Arts,,6.7,,,18th Sep 07,,,DS
27,Cooking Mama 2: Dinner With Friends,Cooking Mama 2: Dinner With Friends,,Majesco,,6.9,,,13th Nov 07,,,DS
28,Pokémon Mystery Dungeon: Blue Rescue Team,Pokémon Mystery Dungeon: Blue Rescue Team,,Nintendo,,6.3,,3.49m,18th Sep 06,,,DS
29,Mario & Sonic at the Olympic Winter Games,Mario & Sonic at the Olympic Winter Games,,Sega,,7.6,,,13th Oct 09,,,DS
30,Guitar Hero: On Tour,Guitar Hero: On Tour,,Activision,,7.1,8.1,,22nd Jun 08,,,DS
31,Yoshi's Island DS,Yoshi's Island DS,,Nintendo,,8.2,,3.36m,13th Nov 06,,,DS
32,Flash Focus: Vision Training in Minutes a Day,Flash Focus: Vision Training in Minutes a Day,,Nintendo,,6.1,,3.23m,15th Oct 07,,,DS
33,Personal Trainer: Cooking,Personal Trainer: Cooking,,Nintendo,,8.4,,3.18m,24th Nov 08,,,DS
34,Club Penguin: Elite Penguin Force,Club Penguin: Elite Penguin Force,,Disney Interactive Studios,,7.0,,,25th Nov 08,,,DS
35,LEGO Batman: The Videogame,LEGO Batman: The Videogame,,Warner Bros. Interactive,,7.8,,,23rd Sep 08,,,DS
36,Rhythm Heaven,Rhythm Heaven Read the review,,Nintendo,8.9,8.5,,3.04m,05th Apr 09,31st May 18,,DS
37,Professor Layton and the Unwound Future,Professor Layton and the Unwound Future Read the review,,Nintendo,9.0,8.4,,3.02m,12th Sep 10,,,DS
38,Sonic Rush,Sonic Rush,,Sega,,7.8,,3.00m,15th Nov 05,,,DS
39,Kirby Super Star Ultra,Kirby Super Star Ultra Read the review,,Nintendo,9.0,7.3,,2.99m,22nd Sep 08,,,DS
40,Style Savvy,Style Savvy,,Nintendo,,7.6,,2.98m,02nd Nov 09,,,DS
41,Mario vs. Donkey Kong: Mini-Land Mayhem!,Mario vs. Donkey Kong: Mini-Land Mayhem!,,Nintendo,,7.8,,2.98m,14th Nov 10,,,DS
42,The Legend of Zelda: Spirit Tracks,The Legend of Zelda: Spirit Tracks Read the review,,Nintendo,9.0,8.7,,2.96m,07th Dec 09,,,DS
43,Pokémon Ranger,Pokémon Ranger,,Nintendo,,6.6,,2.93m,30th Oct 06,,,DS
44,Imagine: Babyz,Imagine: Babyz,,Ubisoft,,3.5,,,23rd Oct 07,,,DS
45,Imagine: Fashion Designer,Imagine: Fashion Designer,,Ubisoft,,3.0,,,23rd Oct 07,17th Sep 18,,DS
46,Tetris DS,Tetris DS,,Nintendo,,8.5,,2.74m,20th Mar 06,,,DS
47,Hannah Montana,Hannah Montana,,Buena Vista,,6.5,,,10th Oct 06,,,DS
48,Clubhouse Games,Clubhouse Games,,Nintendo,,8.3,,2.57m,09th Oct 06,,,DS
49,WarioWare Touched!,WarioWare Touched!,,Nintendo,,7.8,,2.47m,14th Feb 05,,,DS
50,Pokémon Ranger: Shadows of Almia,Pokémon Ranger: Shadows of Almia,,Nintendo,,6.7,,2.35m,10th Nov 08,,,DS
51,Art Academy,Art Academy,,Nintendo,,6.8,,2.33m,25th Oct 10,,,DS
52,Final Fantasy III,Final Fantasy III,,Square Enix,,7.4,,2.30m,14th Nov 06,,,DS
53,LEGO Harry Potter: Years 1-4,LEGO Harry Potter: Years 1-4,,Warner Bros. Interactive,,8.0,,,29th Jun 10,01st Dec 18,,DS
54,Kirby Squeak Squad,Kirby Squeak Squad,,Nintendo,,7.3,,2.27m,06th Dec 06,,,DS
55,LEGO Indiana Jones: The Original Adventures,LEGO Indiana Jones: The Original Adventures,,LucasArts,,,,,03rd Jun 08,,,DS
56,High School Musical: Makin' the Cut!,High School Musical: Makin' the Cut!,,Disney Interactive Studios,,7.3,,,14th Aug 07,,,DS
57,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,,Level 5,,,,2.15m,01st Jul 10,26th Jan 19,,DS
58,The Sims 2: Pets,The Sims 2: Pets,,Electronic Arts,,4.8,,,31st Oct 06,,,DS
59,Professor Layton and the Last Specter,Professor Layton and the Last Specter Read the review,,Nintendo,8.8,8.4,,2.06m,17th Oct 11,,,DS
60,Toy Story 3: The Video Game,Toy Story 3: The Video Game,,Disney Interactive Studios,,,,,15th Jun 10,,,DS
61,Carnival Games,Carnival Games,,2K Play,,,,,08th Jul 08,,,DS
62,Mario Hoops 3 on 3,Mario Hoops 3 on 3,,Nintendo,,7.1,,2.03m,11th Sep 06,,,DS
63,Dragon Quest Monsters: Joker 2,Dragon Quest Monsters: Joker 2,,Nintendo,,8.1,,2.00m,19th Sep 11,,,DS
64,TouchMaster,TouchMaster,,Midway Games,,6.9,,,25th Jun 07,,,DS
65,Inazuma Eleven 2: Blizzard / Firestorm,Inazuma Eleven 2: Blizzard / Firestorm,,Level 5,,,,1.96m,09th Oct 09,31st Aug 18,,DS
66,Dragon Quest Monsters: Joker,Dragon Quest Monsters: Joker,,Square Enix,,7.6,,1.90m,06th Nov 07,,,DS
67,Sonic Classic Collection,Sonic Classic Collection,,Sega,,7.5,,,02nd Mar 10,,,DS
68,Phineas and Ferb,Phineas and Ferb,,Disney Interactive Studios,,,,,03rd Feb 09,,,DS
69,Namco Museum DS,Namco Museum DS,,Namco Bandai,,,,1.80m,18th Sep 07,,,DS
70,Mario & Luigi: Partners in Time,Mario & Luigi: Partners in Time,,Nintendo,,8.8,,1.73m,28th Nov 05,,,DS
71,Deal or No Deal,Deal or No Deal,,"Destination Software, Inc",,,,,23rd Jul 07,,,DS
72,Imagine: Teacher,Imagine: Teacher,,Ubisoft,,,,,12th Aug 08,,,DS
73,Kingdom Hearts 358/2 Days,Kingdom Hearts 358/2 Days Read the review,,Square Enix,8.5,7.5,,1.70m,29th Sep 09,,,DS
74,Super Princess Peach,Super Princess Peach,,Nintendo,,7.8,,1.70m,27th Feb 06,,,DS
75,Dragon Quest VI: Realms of Revelation,Dragon Quest VI: Realms of Revelation,,Nintendo,,7.6,,1.70m,14th Feb 11,,,DS
76,Dragon Quest V: Hand of the Heavenly Bride,Dragon Quest V: Hand of the Heavenly Bride Read the review,,Square Enix,8.4,8.6,,1.70m,17th Feb 09,,,DS
77,Ben 10: Protector of Earth,Ben 10: Protector of Earth,,D3 Publisher,,,,,30th Oct 07,,,DS
78,Cooking Mama 3: Shop & Chop,Cooking Mama 3: Shop & Chop,,505 Games,,,,,20th Oct 09,,,DS
79,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,,Nintendo,,,,1.68m,26th Oct 06,,,DS
80,SpongeBob's Atlantis SquarePantis,SpongeBob's Atlantis SquarePantis,,THQ,,,,,23rd Oct 07,,,DS
81,Dragon Quest IV: Chapters of the Chosen,Dragon Quest IV: Chapters of the Chosen Read the review,,Square Enix,8.0,8.1,8.0,1.60m,16th Sep 08,,,DS
82,Diddy Kong Racing DS,Diddy Kong Racing DS,,Nintendo,,5.1,,1.59m,05th Feb 07,,,DS
83,Guitar Hero: On Tour Decades,Guitar Hero: On Tour Decades,,Activision,,,,,16th Nov 08,,,DS
84,Moshi Monsters: Moshling Zoo,Moshi Monsters: Moshling Zoo,,Activision,,,,,06th Nov 11,,,DS
85,High School Musical 3: Senior Year,High School Musical 3: Senior Year,,Disney Interactive Studios,,,,,21st Oct 08,,,DS
86,Hannah Montana: Music Jam,Hannah Montana: Music Jam,,Disney Interactive Studios,,,,,16th Oct 07,,,DS
87,MySims Kingdom,MySims Kingdom,,Electronic Arts,,,,,28th Oct 08,,,DS
88,Practise English!,Practise English!,,Nintendo,,,,1.55m,26th Oct 07,,,DS
89,Pokémon Ranger: Guardian Signs,Pokémon Ranger: Guardian Signs,,Nintendo,,6.5,,1.53m,04th Oct 10,,,DS
90,Disney Fairies: Tinker Bell,Disney Fairies: Tinker Bell,,Disney Interactive Studios,,,,,28th Oct 08,,,DS
91,Mario vs. Donkey Kong 2: March of the Minis,Mario vs. Donkey Kong 2: March of the Minis,,Nintendo,,7.7,,1.52m,25th Sep 06,,,DS
92,The Simpsons Game,The Simpsons Game,,Electronic Arts,,,,,30th Oct 07,,,DS
93,Sonic Colors,Sonic Colors Read the review,,Sega,8.3,8.2,8.1,1.50m,16th Nov 10,,,DS
94,Pokémon Mystery Dungeon: Explorers of Sky,Pokémon Mystery Dungeon: Explorers of Sky,,Nintendo,,5.7,,1.49m,12th Oct 09,,,DS
95,Bratz: Forever Diamondz,Bratz: Forever Diamondz,,THQ,,,,,18th Sep 06,,,DS
96,Drawn To Life: SpongeBob SquarePants Edition,Drawn To Life: SpongeBob SquarePants Edition,,THQ,,,,,15th Sep 08,,,DS
97,LEGO Battles: Ninjago,LEGO Battles: Ninjago,,Warner Bros. Interactive,,5.0,,,12th Apr 11,,,DS
98,Tamagotchi Connection: Corner Shop,Tamagotchi Connection: Corner Shop,,Bandai,,,,1.48m,31st Jan 06,,,DS
99,Imagine: Master Chef,Imagine: Master Chef,,Ubisoft,,,,,23rd Oct 07,,,DS
100,Super Scribblenauts,Super Scribblenauts Read the review,,Warner Bros. Interactive,8.9,7.9,,,12th Oct 10,,,DS
101,Wall-E,Wall-E,,THQ,,,,,24th Jun 08,,,DS
102,My Word Coach,My Word Coach,,Ubisoft,,,,,06th Nov 07,,,DS
103,Disney Princess: Magical Jewels,Disney Princess: Magical Jewels,,Disney Interactive Studios,,,,,16th Oct 07,,,DS
104,Hello Kitty Party,Hello Kitty Party,,Majesco,,,,,23rd Nov 09,,,DS
105,Bakugan: Battle Brawlers,Bakugan: Battle Brawlers,,Activision,,6.4,,,20th Oct 09,,,DS
106,Personal Trainer: Math,Personal Trainer: Math,,Nintendo,,,,1.37m,12th Jan 09,,,DS
107,Gardening Mama,Gardening Mama Read the review,,Majesco,5.9,6.6,,,31st Mar 09,,,DS
108,Grand Theft Auto: Chinatown Wars,Grand Theft Auto: Chinatown Wars Read the review,,Rockstar Games,9.3,9.5,9.6,,17th Mar 09,,,DS
109,Petz Wild Animals: Dolphinz,Petz Wild Animals: Dolphinz,,Ubisoft,,,,,16th Oct 07,,,DS
110,LEGO Battles,LEGO Battles,,Warner Bros. Interactive,,,,,10th Jun 09,,,DS
111,Imagine: Wedding Designer,Imagine: Wedding Designer,,Ubisoft,,,,,04th Nov 08,17th Sep 18,,DS
112,Kung Fu Panda,Kung Fu Panda,,Activision,,,,,03rd Jun 08,,,DS
113,Ratatouille,Ratatouille,,THQ,,7.0,,,26th Jun 07,,,DS
114,Cars 2,Cars 2,,Disney Interactive Studios,,6.5,,,21st Jun 11,,,DS
115,Transformers: Autobots / Decepticons,Transformers: Autobots / Decepticons,,Activision,,,,,19th Jun 07,,,DS
116,Kirby: Mass Attack,Kirby: Mass Attack Read the review,,Nintendo,9.0,8.4,,1.22m,19th Sep 11,,,DS
117,Final Fantasy IV,Final Fantasy IV Read the review,,Square Enix,9.0,8.5,9.0,1.20m,21st Jul 08,,,DS
118,Sonic Rush Adventure,Sonic Rush Adventure,,Sega,,,,1.20m,18th Sep 07,,,DS
119,LEGO Indiana Jones 2: The Adventure Continues,LEGO Indiana Jones 2: The Adventure Continues,,LucasArts,,,,,17th Nov 09,,,DS
120,Mystery Case Files: MillionHeir,Mystery Case Files: MillionHeir,,Nintendo,,7.4,,1.18m,08th Sep 08,,,DS
121,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,,Level 5,,,,,01st Oct 09,31st Aug 18,,DS
122,High School Musical 2: Work This Out!,High School Musical 2: Work This Out!,,Disney Interactive Studios,,,,,15th Apr 08,,,DS
123,Oshare Majo Love and Berry: DS Collection,Oshare Majo Love and Berry: DS Collection,,Sega,,,,1.12m,22nd Nov 06,,,DS
124,Plants vs. Zombies,Plants vs. Zombies Read the review,,PopCap Games,8.3,8.1,,,18th Jan 11,,,DS
125,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III: The Clone Wars,,LucasArts,,6.3,,,22nd Mar 11,,,DS
126,Chrono Trigger,Chrono Trigger Read the review,,Square Enix,8.8,9.2,,1.10m,25th Nov 08,,,DS
127,Super Monkey Ball: Touch & Roll,Super Monkey Ball: Touch & Roll,,Sega,,,,1.10m,21st Feb 06,,,DS
128,Petz Dogz 2,Petz Dogz 2,,Ubisoft,,,,,14th Nov 07,,,DS
129,Tamagotchi Connection: Corner Shop 2,Tamagotchi Connection: Corner Shop 2,,Namco Bandai,,,,1.09m,14th Nov 06,,,DS
130,Imagine: Babysitters,Imagine: Babysitters,,Ubisoft,,,,,07th Oct 08,,,DS
131,Metroid Prime Hunters,Metroid Prime Hunters,,Nintendo,,8.4,,1.08m,20th Mar 06,,,DS
132,LEGO Star Wars II: The Original Trilogy,LEGO Star Wars II: The Original Trilogy,,LucasArts,,4.9,,,12th Sep 06,,,DS
133,Imagine: Fashion Designer New York,Imagine: Fashion Designer New York,,Ubisoft,,,,,13th Oct 08,17th Sep 18,,DS
134,MySims Agents,MySims Agents,,Electronic Arts,,,,,29th Sep 09,,,DS
135,Spore Creatures,Spore Creatures,,Electronic Arts,,7.2,,,07th Sep 08,,,DS
136,Call of Duty 4: Modern Warfare,Call of Duty 4: Modern Warfare,,Activision,,7.3,,,05th Nov 07,,,DS
137,Dora the Explorer: Dora Saves the Mermaids,Dora the Explorer: Dora Saves the Mermaids,,2K Play,,,,,05th Nov 07,,,DS
138,Imagine: Animal Doctor,Imagine: Animal Doctor,,Ubisoft,,,,,23rd Oct 07,17th Sep 18,,DS
139,Sonic & SEGA All-Stars Racing,Sonic & SEGA All-Stars Racing,,Sega,,8.3,,,23rd Feb 10,,,DS
140,Final Fantasy XII: Revenant Wings,Final Fantasy XII: Revenant Wings Read the review,,Square Enix,8.6,8.2,,1.04m,20th Nov 07,,,DS
141,ZhuZhu Pets,ZhuZhu Pets,,Activision,,,,,23rd Mar 10,,,DS
142,Disney Fairies: Tinker Bell and the Lost Treasure,Disney Fairies: Tinker Bell and the Lost Treasure,,Disney Interactive Studios,,,,,27th Oct 09,,,DS
143,Junior Brain Trainer,Junior Brain Trainer,,Take-Two Interactive,,,,,03rd Nov 09,,,DS
144,Pokémon Conquest,Pokémon Conquest Read the review,,Nintendo,8.6,,,,18th Jun 12,30th Jul 18,,DS
145,Petz: Catz 2,Petz: Catz 2,,Ubisoft,,,,,14th Nov 07,,,DS
146,Sekai no Gohan Shaberu! DS Oryouri Navi,Sekai no Gohan Shaberu! DS Oryouri Navi,,Nintendo,,,,1.01m,04th Dec 08,,,DS
147,Scribblenauts,Scribblenauts Read the review,,Warner Bros. Interactive,8.8,8.2,,1.00m,15th Sep 09,,,DS
148,Apollo Justice: Ace Attorney,Apollo Justice: Ace Attorney Read the review,,Capcom,7.9,8.0,,,19th Feb 08,,,DS
149,Puzzler Collection,Puzzler Collection,,Zoo Digital Publishing,,,,,05th Aug 08,,,DS
150,Littlest Pet Shop: Winter,Littlest Pet Shop: Winter,,Electronic Arts,,,,,14th Oct 08,,,DS
151,Zoo Tycoon DS,Zoo Tycoon DS,,THQ,,4.6,,,11th Oct 05,,,DS
152,Disney Tangled,Disney Tangled Read the review,,Disney Interactive Studios,2.0,,,,23rd Nov 10,,,DS
153,Cars,Cars,,THQ,,,,,06th Jun 06,,,DS
154,My Weight Loss Coach,My Weight Loss Coach,,Ubisoft,,,,,24th Jun 08,,,DS
155,Mega Man Star Force Dragon / Leo / Pegasus,Mega Man Star Force Dragon / Leo / Pegasus,,Capcom,,,,,07th Aug 07,,,DS
156,Ben 10: Alien Force,Ben 10: Alien Force,,D3 Publisher,,,,,28th Oct 08,,,DS
157,The Sims 2,The Sims 2,,Electronic Arts,,,,,24th Oct 05,,,DS
158,Kingdom Hearts Re:coded,Kingdom Hearts Re:coded Read the review,,Square Enix,7.3,6.8,,,11th Jan 11,,,DS
159,Monster High: Ghoul Spirit,Monster High: Ghoul Spirit,,THQ,,,,,25th Oct 11,,,DS
160,Build-A-Bear Workshop,Build-A-Bear Workshop,,Game Factory,,,,,05th Nov 07,,,DS
161,Phoenix Wright: Ace Attorney,Phoenix Wright: Ace Attorney Read the review,,Capcom,8.0,8.1,,,12th Oct 05,,,DS
162,LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean: The Video Game,,Disney Interactive Studios,,6.8,,,10th May 11,,,DS
163,TouchMaster 2,TouchMaster 2,,Midway Games,,,,,21st Oct 08,,,DS
164,Call of Duty: World at War,Call of Duty: World at War,,Activision,,7.4,,,10th Nov 08,,,DS
165,Fossil Fighters,Fossil Fighters,,Nintendo,,6.9,,,10th Aug 09,,,DS
166,Star Wars: The Force Unleashed,Star Wars: The Force Unleashed,,LucasArts,,,,,16th Sep 08,,,DS
167,Sonic Chronicles: The Dark Brotherhood,Sonic Chronicles: The Dark Brotherhood,,Sega,,7.3,,,30th Sep 08,,,DS
168,Peppa Pig: The Game,Peppa Pig: The Game,,Pinnacle,,,,,28th Nov 08,,,DS
169,Wizards of Waverly Place,Wizards of Waverly Place,,Disney Interactive Studios,,,,,25th Aug 09,,,DS
170,FIFA Soccer 08,FIFA Soccer 08,,EA Sports,,,,,09th Oct 07,,,DS
171,The Legendary Starfy,The Legendary Starfy Read the review,,Nintendo,7.2,7.1,,,08th Jun 09,,,DS
172,Petz Dogz Fashion,Petz Dogz Fashion,,Ubisoft,,,,,17th Jun 08,,,DS
173,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,,Electronic Arts,,,,,25th Jun 07,,,DS
174,Scooby-Doo! First Frights,Scooby-Doo! First Frights,,Warner Bros. Interactive,,,,,22nd Sep 09,,,DS
175,I Spy: Fun House,I Spy: Fun House,,Scholastic Inc.,,,,,29th Aug 07,,,DS
176,Imagine: Rock Star,Imagine: Rock Star,,Ubisoft,,,,,17th Jun 08,,,DS
177,Disney's The Little Mermaid: Ariel's Undersea Adventure,Disney's The Little Mermaid: Ariel's Undersea Adventure,,Buena Vista,,,,,02nd Oct 06,,,DS
178,Battle of Giants: Dinosaurs,Battle of Giants: Dinosaurs,,Ubisoft,,,,,21st Oct 08,,,DS
179,Golden Sun: Dark Dawn,Golden Sun: Dark Dawn,,Nintendo,,8.0,,,29th Nov 10,,,DS
180,Rayman Raving Rabbids 2,Rayman Raving Rabbids 2,,Ubisoft,,,,,13th Nov 07,,,DS
181,Personal Trainer: Walking,Personal Trainer: Walking,,Nintendo,,,,,26th May 09,,,DS
182,Star Wars The Clone Wars: Jedi Alliance,Star Wars The Clone Wars: Jedi Alliance,,LucasArts,,,,,11th Nov 08,,,DS
183,Drawn to Life,Drawn to Life,,THQ,,,,,10th Sep 07,,,DS
184,Puzzler World,Puzzler World,,Atari,,,,,08th Dec 09,,,DS
185,Tetris Party Deluxe,Tetris Party Deluxe,,Majesco,,,,,01st Jun 10,,,DS
186,Pokémon Dash,Pokémon Dash,,Nintendo,,5.3,,,14th Mar 05,,,DS
187,My Baby Girl,My Baby Girl,,SouthPeak Interactive,,,,,04th Nov 08,,,DS
188,Spectrobes,Spectrobes,,Disney Interactive Studios,,6.2,,,06th Mar 07,,,DS
189,Jump Ultimate Stars,Jump Ultimate Stars,,Nintendo,,,,,23rd Nov 06,,,DS
190,Sega Superstars Tennis,Sega Superstars Tennis,,Sega,,6.2,,,18th Mar 08,,,DS
191,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,,Activision,,,,,04th Nov 08,,,DS
192,iCarly,iCarly,,Activision,,,,,27th Oct 09,,,DS
193,My Little Pony: Pinkie Pie's Party,My Little Pony: Pinkie Pie's Party,,THQ,,,,,22nd Sep 08,,,DS
194,Harvest Moon DS: Island of Happiness,Harvest Moon DS: Island of Happiness,,Natsume,,,,,26th Aug 08,,,DS
195,Imagine: Interior Designer,Imagine: Interior Designer,,Ubisoft,,,,,04th Nov 08,,,DS
196,Rabbids Go Home,Rabbids Go Home,,Ubisoft,,8.8,,,03rd Nov 09,,,DS
197,Kirby: Canvas Curse,Kirby: Canvas Curse,,Nintendo,,8.9,,,13th Jun 05,,,DS
198,The Sims 2: Castaway,The Sims 2: Castaway,,Electronic Arts,,,,,22nd Oct 07,,,DS
199,LEGO Batman 2: DC Super Heroes,LEGO Batman 2: DC Super Heroes,,Warner Bros. Interactive Entertainment,,,,,26th Jun 12,02nd Jan 19,,DS
200,Ace Attorney Investigations: Miles Edgeworth,Ace Attorney Investigations: Miles Edgeworth Read the review,,Capcom,8.4,7.7,,,16th Feb 10,,,DS
201,FIFA Soccer 11,FIFA Soccer 11,,EA Sports,,7.0,,,28th Sep 10,,,DS
202,Hannah Montana: The Movie,Hannah Montana: The Movie,,Disney Interactive Studios,,,,,07th Apr 09,,,DS
203,World of Zoo,World of Zoo,,THQ,,,,,26th Oct 09,,,DS
204,The Sims 2: Apartment Pets,The Sims 2: Apartment Pets,,Electronic Arts,,,,,26th Aug 08,20th Apr 18,,DS
205,Lalaloopsy,Lalaloopsy,,Activision,,,,,06th Nov 11,,,DS
206,LEGO Harry Potter: Years 5-7,LEGO Harry Potter: Years 5-7,,Warner Bros. Interactive,,,,,11th Nov 11,,,DS
207,Cars: Mater-National Championship,Cars: Mater-National Championship,,THQ,,,,,29th Oct 07,,,DS
208,Final Fantasy Tactics A2: Grimoire of the Rift,Final Fantasy Tactics A2: Grimoire of the Rift Read the review,,Square Enix,8.1,8.1,,0.67m,24th Jun 08,,,DS
